person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status
37,79033,11,12000,13.98,0.15,15,642,0
39,83385,16,12000,9.33,0.14,16,623,0
40,103132,17,5000,14.27,0.05,16,636,0
42,85319,16,12000,11.01,0.14,12,683,0
38,102705,17,15000,6.03,0.15,15,640,0
37,103102,14,5500,12.69,0.05,11,517,0
37,102690,14,10000,9.99,0.1,16,716,0
37,103179,14,8000,11.99,0.08,17,576,0
38,103031,11,6000,10.99,0.06,14,602,0
36,88349,13,8000,17.49,0.09,17,585,1
36,88322,13,12000,7.66,0.14,12,680,0
37,102699,19,5600,5.42,0.05,13,593,0
38,102880,16,10000,11.01,0.1,12,652,0
42,102641,20,8500,15.58,0.08,12,731,0
37,45601,14,6075,11.86,0.13,14,637,0
39,102703,17,5000,11.86,0.05,15,662,0
48,103461,24,10000,7.51,0.1,13,629,0
37,51424,15,3000,7.51,0.06,13,565,0
47,103143,27,5500,6.76,0.05,12,580,0
41,45499,20,10000,13.79,0.22,13,685,0
40,103154,16,10000,12.87,0.1,11,644,0
36,103040,11,8000,14.96,0.08,14,695,0
43,90946,20,12000,7.9,0.13,16,721,0
37,102770,15,10000,18.43,0.1,16,575,0
45,45076,22,2000,7.51,0.04,16,664,0
39,103007,16,12000,9.32,0.12,13,695,0
46,102922,26,1000,7.68,0.01,12,747,0
47,102980,23,10000,8.07,0.1,15,610,0
46,102734,23,5000,7.43,0.05,13,632,0
44,103142,18,7000,10.62,0.07,12,642,0
39,104111,14,8500,6.03,0.08,11,694,0
36,76752,14,6250,13.49,0.08,12,671,1
42,92137,22,12000,14.91,0.13,12,602,1
42,99341,20,12000,13.24,0.12,13,709,0
48,100658,20,12000,10.99,0.12,17,729,0
43,104234,21,10000,9.99,0.1,14,669,0
44,43953,23,4000,16.29,0.09,11,722,0
36,44299,13,10000,16.29,0.23,17,586,0
43,104075,18,2200,11.01,0.02,16,664,0
43,104206,21,6500,7.74,0.06,13,663,0
36,102573,14,12000,7.29,0.12,14,708,0
37,104696,14,6500,7.14,0.06,13,750,0
40,105005,15,10000,10.25,0.1,16,619,0
47,104667,26,24000,11.01,0.23,17,706,0
39,102989,17,12000,6.03,0.12,12,543,0
38,104751,12,5000,15.58,0.05,12,711,0
46,105157,22,10000,8.94,0.1,15,612,0
39,103028,17,12000,10.74,0.12,13,644,0
49,90896,31,15600,17.27,0.17,11,717,1
41,91057,18,4800,15.58,0.05,15,730,1
49,106720,26,12000,6.62,0.11,17,712,0
41,105206,19,9000,16,0.09,12,624,0
47,105385,27,10000,11.01,0.09,11,603,0
46,105155,26,20000,12.41,0.19,17,648,0
37,109043,11,12000,7.51,0.11,13,674,0
40,105358,15,17600,7.9,0.17,13,689,0
49,109015,23,12000,11.01,0.11,16,649,0
37,106689,13,14250,11.89,0.13,14,635,0
36,112595,13,12000,13.48,0.11,12,708,0
37,106632,12,9925,11.01,0.09,16,682,0
41,106476,23,4000,7.14,0.04,17,633,0
37,106499,19,12000,7.51,0.11,17,703,0
36,115257,14,12000,10.99,0.1,11,675,0
37,106388,17,1000,13.48,0.01,11,609,0
42,88660,19,12000,16.77,0.14,13,626,1
37,107042,16,15000,10.14,0.14,14,677,0
49,107230,25,20000,13.92,0.19,14,724,0
41,121149,20,12000,10.74,0.1,14,605,0
37,107899,13,3600,6.62,0.03,17,690,0
38,107706,14,6000,5.42,0.06,13,625,0
38,107537,18,10000,11.01,0.09,13,684,0
49,93545,27,16000,14.09,0.17,12,643,1
37,107963,14,5000,6.91,0.05,15,577,0
40,44398,17,2000,13.57,0.05,12,653,0
50,144907,28,12000,9.62,0.08,12,653,0
41,109026,17,15000,13.49,0.14,15,696,0
41,151228,18,12000,13.49,0.08,12,703,0
38,150788,15,12000,7.66,0.08,14,701,0
36,109109,14,3800,6.03,0.03,14,580,0
36,109029,14,12000,6.62,0.11,13,679,0
41,136590,19,12000,16,0.09,15,672,1
38,109211,17,25000,11.01,0.23,17,674,0
40,108894,15,2800,10.65,0.03,14,591,0
41,108986,23,13200,6.62,0.12,13,555,0
37,108784,14,4000,6.62,0.04,16,687,0
38,94173,14,15000,15.27,0.16,17,598,1
39,330854,12,12000,8.49,0.04,14,687,0
36,58588,15,12150,5.79,0.21,14,551,0
38,108661,16,7000,6.99,0.06,16,678,0
45,108839,22,2500,11.99,0.02,13,736,0
39,108838,16,18000,10.99,0.17,11,588,0
38,109111,18,21000,10.59,0.19,11,661,0
39,108902,18,10500,7.66,0.1,12,609,0
37,94760,13,5600,10.74,0.06,12,645,1
39,109423,20,4600,11.11,0.04,11,570,0
36,44363,13,12375,14.27,0.28,16,653,1
36,50354,16,12400,10.65,0.25,14,669,0
37,54324,13,12400,11.26,0.23,14,694,0
37,43007,16,13250,11.71,0.31,14,660,0
37,108745,15,22000,8.88,0.2,12,680,0
43,109126,22,15000,14.46,0.14,11,623,0
42,94319,19,7000,5.42,0.07,15,704,1
46,108819,24,20000,6.91,0.18,16,764,0
42,49130,23,2800,11.01,0.06,12,632,0
41,108755,18,8000,7.51,0.07,16,725,0
36,94640,13,9600,13.98,0.1,13,651,1
41,109125,17,3000,7.14,0.03,14,674,0
45,57685,24,2800,9.62,0.05,11,557,0
46,59740,23,2800,10.59,0.05,13,566,0
50,108660,28,24000,11.36,0.22,13,676,0
38,108927,14,14000,12.73,0.13,12,630,0
36,42818,14,6000,11.49,0.14,13,701,0
36,87273,16,2800,11.01,0.03,16,681,0
39,42712,14,6800,8.49,0.16,15,691,0
38,109086,15,9600,13.92,0.09,17,657,0
40,109192,14,2800,11.11,0.03,13,670,0
37,94826,12,20000,16.35,0.21,14,666,1
36,109063,15,20000,14.61,0.18,11,705,0
37,30882,14,2775,15.65,0.09,14,654,1
38,43112,15,1800,16.49,0.04,12,601,0
38,109501,20,9300,11.83,0.08,17,687,0
40,29624,19,2700,14.27,0.09,17,637,0
45,36771,20,2700,12.84,0.07,17,563,0
39,108851,15,22000,12.67,0.2,15,651,0
40,110379,14,22000,6.17,0.2,14,669,0
41,110099,20,2400,10.74,0.02,16,612,0
44,110391,22,7900,8.59,0.07,14,688,0
38,110573,14,9000,12.68,0.08,16,700,0
39,111420,18,3350,5.42,0.03,11,641,0
37,97147,15,9000,11.01,0.09,14,678,1
42,100105,19,2575,6.76,0.03,11,699,0
39,111293,14,20000,14.79,0.18,16,648,0
36,111386,11,4000,7.29,0.04,11,627,0
41,111646,19,12000,7.66,0.11,15,632,0
41,111611,22,8000,9.63,0.07,13,666,0
42,16684,19,2500,11.01,0.15,14,634,1
46,111253,24,12925,11.01,0.12,17,687,0
37,111548,13,12000,11.14,0.11,14,691,0
47,111379,23,12000,14.11,0.11,12,719,0
38,112658,17,5375,10.51,0.05,16,649,0
43,112502,21,7000,7.14,0.06,13,623,0
38,42168,14,12000,11.01,0.28,12,596,0
37,112398,14,18000,12.18,0.16,11,725,0
46,98166,23,7000,9.45,0.07,14,645,1
39,219667,19,12500,5.42,0.06,14,672,0
36,113760,15,4200,5.99,0.04,12,619,0
44,99289,21,8400,12.84,0.08,17,714,1
44,113791,22,4400,7.29,0.04,13,722,0
36,113863,15,10000,9.32,0.09,15,658,0
41,68280,20,12800,11.48,0.19,15,654,0
44,115034,18,7400,7.88,0.06,16,704,0
36,115342,13,13000,10.65,0.11,11,635,0
40,114806,19,5000,10.65,0.04,16,576,0
47,115008,27,5000,6.03,0.04,16,704,0
39,115223,17,8000,12.69,0.07,14,675,0
49,115237,28,7500,6.03,0.07,13,581,0
44,114867,24,21200,9.91,0.18,14,651,0
44,61037,23,13000,13.16,0.21,13,719,0
43,55864,15,13000,15.7,0.23,13,643,1
45,64062,23,13000,6.92,0.2,15,648,0
38,100546,15,24000,14.91,0.24,12,647,1
49,114922,25,3000,5.42,0.03,12,638,0
45,41402,23,4000,6.39,0.1,11,641,0
37,114957,14,3250,13.35,0.03,13,715,0
37,79056,14,13000,12.99,0.16,12,605,0
39,114652,17,20000,14.84,0.17,11,546,0
38,81341,17,13000,11.01,0.16,17,594,0
41,114769,19,25000,11.01,0.22,12,648,0
38,115162,18,14000,17.74,0.12,17,632,0
39,85324,14,13000,11.99,0.15,17,657,0
41,114866,17,21600,13.92,0.19,11,683,0
40,100575,19,2800,12.18,0.03,13,653,1
44,100604,22,12000,16,0.12,15,725,1
38,115068,18,4000,9.63,0.03,12,686,0
44,115163,22,10000,10.95,0.09,15,629,0
40,132788,16,13000,9.91,0.1,17,630,0
40,115858,18,15000,12.18,0.13,14,704,0
37,157076,17,13000,9.88,0.08,16,654,0
38,116234,12,6000,6.03,0.05,16,660,0
46,116422,21,10000,12.69,0.09,11,638,0
36,52696,12,13600,15.58,0.26,12,589,1
37,86616,16,3100,20,0.04,14,673,1
42,116164,21,5100,5.42,0.04,14,641,0
40,55775,17,13650,10.25,0.24,13,690,0
45,80023,24,13650,12.42,0.17,11,669,0
43,33461,21,13750,15.31,0.41,15,676,1
41,40490,20,13750,13.79,0.34,11,668,1
40,40201,17,13775,12.98,0.34,14,560,1
42,81947,19,13800,13.99,0.17,16,693,0
40,115841,17,3200,11.01,0.03,17,693,0
38,39821,14,6000,8.94,0.15,16,632,0
38,115996,14,1500,14.26,0.01,14,682,0
37,117357,13,13000,11.01,0.11,13,664,0
42,117375,18,1500,15.96,0.01,16,683,0
37,55061,12,14000,11.36,0.25,16,696,1
43,117691,19,14000,11.71,0.12,13,608,0
39,49797,14,14000,16,0.28,17,712,1
38,59313,16,14000,13.22,0.24,14,629,0
37,117480,14,10000,11.01,0.09,15,584,0
36,39086,13,3600,13.49,0.09,11,621,0
39,63537,17,14000,11.71,0.22,12,647,0
37,39209,14,12150,6.62,0.31,13,611,0
37,63489,16,14000,13.16,0.22,11,645,0
39,118746,18,8000,13.49,0.07,16,608,0
41,118503,16,5000,10.99,0.04,17,539,0
39,118804,18,35000,15.99,0.29,15,705,0
40,118736,20,5200,9.63,0.04,16,661,0
38,118520,16,12000,10.37,0.1,17,669,0
42,118491,21,18000,11.58,0.15,11,710,0
38,67177,17,14000,11.48,0.21,16,686,0
36,39519,13,1200,7.14,0.03,16,617,0
43,118812,19,6000,5.42,0.05,15,646,0
41,118392,18,12000,13.57,0.1,15,658,0
36,118952,17,20000,16.35,0.17,16,672,0
44,119683,21,10000,12.68,0.08,11,695,0
44,119746,19,8000,9.25,0.07,14,614,0
36,120522,12,4000,7.74,0.03,16,609,0
44,120906,24,14400,12.23,0.12,16,675,0
38,66031,12,14000,11.01,0.21,17,688,1
48,75541,26,14000,12.69,0.19,12,663,0
41,75551,20,14000,8.9,0.19,17,651,0
38,121157,17,25000,14.96,0.21,13,594,0
41,75927,15,14000,10.25,0.18,16,609,0
39,120598,20,12000,11.01,0.1,13,598,0
36,121126,13,9350,7.51,0.08,14,639,0
45,120705,22,16000,6.62,0.13,16,722,0
38,71618,15,14000,13.8,0.2,14,669,1
37,38495,10,6600,5.42,0.17,12,614,0
46,85255,25,14000,11.26,0.16,16,652,0
37,120956,15,18400,5.99,0.15,15,623,0
41,120887,18,6000,8.49,0.05,15,701,0
42,91296,16,14000,6.03,0.15,14,691,0
37,106798,12,6000,11.99,0.06,12,608,1
40,99650,18,14000,10.37,0.14,13,577,0
37,88454,14,14000,16.02,0.16,17,570,1
38,121119,20,5500,10.37,0.05,13,628,0
47,121076,22,2500,9.99,0.02,15,664,0
38,121160,18,14000,13.23,0.12,14,661,0
36,106229,10,7750,13.23,0.07,14,602,1
37,122930,13,14000,11.01,0.11,13,557,0
37,127205,13,14000,6.03,0.11,11,625,0
36,120979,14,8000,6.76,0.07,11,608,0
36,121367,13,6000,7.14,0.05,17,591,0
45,150994,25,14000,12.61,0.09,12,693,0
36,152375,12,14000,7.66,0.09,17,559,0
36,157138,11,14000,10.37,0.09,14,677,0
45,148367,18,14000,11.01,0.09,17,643,1
48,121115,23,15000,9.88,0.12,11,667,0
39,121071,13,3000,7.14,0.02,11,653,0
50,180681,27,14000,6.91,0.08,12,634,0
41,216986,18,14000,6.03,0.06,15,544,0
37,120992,12,9600,13.22,0.08,17,671,0
42,121181,19,5000,14.26,0.04,15,487,0
39,120949,19,6000,14.11,0.05,16,613,0
42,121189,19,4800,13.47,0.04,13,605,0
47,144056,26,14250,7.66,0.1,16,629,0
40,120946,20,8000,9.99,0.07,15,690,0
36,120845,11,20000,13.49,0.17,11,655,0
38,121141,11,17850,11.99,0.15,17,631,0
49,91096,27,14300,7.51,0.16,16,683,0
36,122064,11,12000,11.01,0.1,14,670,0
38,37078,15,14400,12.8,0.39,17,654,1
39,122453,16,2500,13.47,0.02,17,635,0
36,122428,17,12000,5.79,0.1,11,694,0
46,122864,24,15000,11.14,0.12,14,710,0
45,58814,22,14400,8.49,0.24,15,702,0
41,123408,18,7500,11.49,0.06,17,646,0
41,123439,17,7000,6.92,0.06,12,643,0
37,73082,16,14400,10.62,0.2,15,652,0
50,123368,27,12000,14.96,0.1,11,670,0
41,123855,21,8800,11.58,0.07,11,697,0
39,91295,11,14400,12.53,0.16,11,664,0
49,125200,25,12600,9.32,0.1,11,686,0
38,103240,16,14400,11.99,0.14,14,578,0
38,125811,15,15000,14.35,0.12,14,669,0
36,36948,17,8000,9.99,0.22,15,600,0
39,116570,14,14400,15.2,0.12,11,685,1
38,126631,13,14000,6.03,0.11,11,602,0
38,127055,20,12350,6.62,0.1,11,703,0
42,126686,20,2400,13.06,0.02,17,728,0
42,51055,21,14500,15.57,0.28,14,654,1
41,127355,19,21000,10.25,0.16,15,686,0
37,97371,11,14500,11.26,0.15,14,620,0
37,127242,13,25000,12.18,0.2,15,643,0
49,126735,28,11000,9.32,0.09,13,690,0
39,127013,17,9000,9.32,0.07,12,657,0
41,56661,20,14525,11.11,0.26,16,507,1
43,112795,19,7500,12.86,0.07,15,679,1
46,97461,24,14550,8.94,0.15,11,577,0
39,127383,18,15000,6.91,0.12,15,503,0
46,127658,25,20700,17.43,0.16,12,713,0
36,128226,13,12000,11.99,0.09,15,609,0
36,128160,15,4025,7.49,0.03,14,667,0
38,127985,17,5000,12.99,0.04,12,600,0
50,128164,29,10200,9.32,0.08,15,709,0
48,113815,24,23000,14.96,0.2,16,567,1
46,129529,23,4000,13.49,0.03,14,669,0
38,129626,14,15000,10,0.12,16,588,0
36,129415,17,13000,11.83,0.1,15,646,0
44,37141,19,7500,10.39,0.2,11,582,0
36,130481,13,14000,8.9,0.11,12,602,0
48,36538,27,10000,11.01,0.27,12,663,0
40,130582,14,3500,11.01,0.03,15,616,0
44,130566,18,10000,11.11,0.08,11,695,0
40,42980,16,2000,6.91,0.05,14,596,0
38,130810,17,4000,7.74,0.03,11,584,0
36,130788,14,7000,7.74,0.05,14,584,0
43,131383,19,18000,10.75,0.14,13,636,0
47,131883,22,16000,7.05,0.12,14,693,0
44,131867,21,12800,13.79,0.1,12,704,0
41,133045,17,20000,13.35,0.15,17,710,0
36,49185,14,2000,11.49,0.04,11,629,0
42,132575,23,10800,14.27,0.08,17,664,0
41,132836,20,30000,9.91,0.23,11,624,0
36,132794,9,16000,6.03,0.12,12,686,0
38,51098,14,2000,10.38,0.04,17,707,0
38,133334,15,3000,8.49,0.02,17,695,0
41,51433,17,2000,13.23,0.04,15,683,0
36,51323,13,2000,11.14,0.04,11,580,0
40,132834,16,5000,11.49,0.04,14,717,0
36,133700,14,9000,11.01,0.07,16,649,0
38,133293,14,12000,12.99,0.09,11,568,0
38,132866,14,16000,11.99,0.12,17,623,0
45,133106,20,20000,11.11,0.15,16,670,0
49,132921,25,3000,7.51,0.02,16,701,0
38,35022,15,13000,8.32,0.37,12,653,0
37,132422,13,24000,11.36,0.18,11,660,0
40,60856,21,2000,11.49,0.03,17,662,0
37,133003,15,12000,7.88,0.09,16,686,0
48,133449,26,6000,8.94,0.04,14,695,0
36,54054,14,2000,13.61,0.04,13,662,1
36,133291,15,15000,9.63,0.11,15,691,0
37,37218,15,15000,11.01,0.4,12,707,1
38,37120,16,15000,14.61,0.4,15,639,1
41,133273,17,25000,12.73,0.19,14,711,0
40,34707,17,1600,9.99,0.05,17,598,0
41,34880,18,2000,7.74,0.06,16,681,0
40,35041,18,12000,16,0.34,14,654,0
43,135558,24,25000,14.96,0.18,15,641,0
45,120721,23,10000,16,0.08,13,673,1
38,135606,19,25000,6.99,0.18,13,581,0
42,122194,20,25000,16.15,0.2,17,581,1
38,137703,14,19000,9.99,0.14,12,631,0
40,137915,18,6000,5.42,0.04,17,675,0
42,137767,17,19200,11.36,0.14,15,669,0
40,138034,18,35000,8.9,0.25,14,598,0
46,138354,23,3000,8.59,0.02,17,700,0
42,138729,20,2850,11.01,0.02,12,625,0
39,139022,16,12500,6.54,0.09,11,677,0
39,54329,16,15000,12.53,0.28,13,651,1
36,138787,10,10000,5.42,0.07,15,589,0
49,55029,25,15000,13.49,0.27,12,705,1
44,139036,20,12000,11.01,0.09,14,699,0
46,47781,23,15000,10.99,0.31,12,692,1
39,138776,15,25000,15.58,0.18,17,667,0
45,138957,21,8000,8.94,0.06,11,676,0
41,139079,21,20000,14.61,0.14,11,554,0
37,47699,12,15000,10.96,0.31,12,662,1
46,140462,19,10000,6.03,0.07,15,642,0
46,125725,25,30000,18.39,0.24,15,704,1
39,106935,19,25000,18.3,0.23,13,644,1
45,57744,25,15000,16.4,0.26,11,712,1
40,140605,17,12000,11.01,0.09,16,581,0
50,139989,27,5000,10.25,0.04,17,694,0
38,141280,16,10700,14.27,0.08,14,666,0
36,141310,12,20400,13.06,0.14,11,597,0
37,141977,14,8000,13.06,0.06,13,663,0
37,141382,14,10000,8.94,0.07,11,531,0
38,141878,15,16000,10.75,0.11,16,635,0
37,48857,16,1800,9.63,0.04,13,723,0
38,142513,16,12000,11.01,0.08,17,674,0
38,32770,14,4750,12.73,0.14,14,739,0
38,142830,18,11400,10.59,0.08,12,546,0
42,50178,16,15000,16.95,0.3,15,678,1
45,142438,21,25000,12.18,0.18,12,659,0
43,58391,21,15000,12.42,0.26,12,735,1
41,142960,18,28000,11.71,0.2,13,707,0
45,143412,24,20000,11.01,0.14,15,732,0
36,58561,15,15000,13.98,0.26,15,674,1
45,143749,23,5000,11.49,0.03,13,587,0
44,145173,25,4000,11.01,0.03,14,706,0
41,53245,22,15000,12.73,0.28,15,729,1
36,145274,15,30000,6.62,0.21,11,578,0
40,130346,17,6000,17.27,0.05,16,637,1
40,32009,17,4750,11.01,0.15,17,692,0
36,60759,15,15000,8.9,0.25,14,547,0
39,130730,17,12000,6.99,0.09,13,623,1
36,145176,9,14500,5.42,0.1,15,685,0
37,144975,14,5400,5.99,0.04,17,667,0
39,130864,16,30000,16.49,0.23,11,684,1
37,60967,15,15000,13.22,0.25,11,667,0
48,145269,26,3600,11.01,0.02,17,659,0
40,145219,22,9600,10.59,0.07,14,588,0
47,145033,24,15000,10.99,0.1,12,703,0
37,30919,14,5000,9.91,0.16,11,581,0
39,130377,18,20000,14.54,0.15,14,718,1
50,145232,32,5575,15.2,0.04,13,730,0
40,31302,17,8500,7.51,0.27,11,631,0
39,144950,15,12000,5.79,0.08,11,633,0
37,111101,16,20000,14.84,0.18,12,588,1
43,111198,19,8400,14.84,0.08,14,661,1
42,145263,17,9250,11.86,0.06,13,667,0
42,144953,18,6000,10.38,0.04,11,588,0
41,145169,20,20000,10.25,0.14,11,700,0
38,145129,14,24250,11.01,0.17,12,675,0
49,144902,26,12000,10.99,0.08,12,717,0
36,145271,13,25000,10.99,0.17,11,664,0
40,145052,18,20000,11.01,0.14,11,733,0
38,145062,10,23600,14.96,0.16,13,683,0
37,111164,13,5000,19.47,0.04,16,685,1
39,30592,17,8000,7.51,0.26,14,619,0
47,31040,21,10750,14.22,0.35,16,569,0
40,144895,19,17000,10.51,0.12,15,655,0
42,130540,19,14400,13.67,0.11,16,614,1
36,145074,13,10000,13.3,0.07,13,670,0
36,65098,12,1600,12.21,0.02,16,640,1
37,146068,16,4000,7.66,0.03,15,668,0
39,15402,17,1500,11.11,0.1,11,665,0
39,146696,16,1450,6.76,0.01,17,669,0
43,147526,20,12000,11.83,0.08,11,675,0
43,147882,21,9150,6.03,0.06,12,608,0
37,148338,15,35000,14.27,0.24,16,679,0
41,21008,18,1500,15.23,0.07,13,665,1
46,22080,23,1500,11.14,0.07,13,700,1
38,149530,18,12000,6.92,0.08,14,736,0
42,149604,16,6400,6.99,0.04,16,724,0
37,150122,16,30000,17.99,0.2,12,627,0
36,149994,13,2000,12.99,0.01,16,685,0
38,149643,16,12000,11.01,0.08,16,677,0
37,149750,12,19000,13.92,0.13,16,656,0
41,29335,15,4500,12.99,0.15,14,650,0
42,151000,20,35000,7.9,0.23,12,742,0
45,150821,26,12000,6.03,0.08,14,712,0
42,29632,17,5000,11.01,0.17,11,531,0
40,28699,17,1500,7.29,0.05,16,656,0
39,150666,17,4500,6.62,0.03,11,676,0
41,150888,20,14975,6.03,0.1,16,646,0
36,150835,11,14500,11.01,0.1,16,551,0
39,30892,17,1500,14.22,0.05,13,666,1
40,150893,17,10200,7.49,0.07,13,711,0
40,65288,17,15000,14.26,0.23,12,658,0
43,150933,22,8800,7.88,0.06,13,632,0
41,150783,18,20000,13.11,0.13,13,688,0
45,150976,24,10000,11.01,0.07,12,697,0
50,68289,25,15000,13.47,0.22,15,659,0
42,136643,20,24000,15.31,0.18,15,634,1
37,150785,13,8000,9.32,0.05,15,708,0
42,69457,20,15000,13.43,0.22,12,704,0
40,63307,19,15000,18.62,0.24,17,664,1
45,152033,17,6000,10.65,0.04,12,655,0
44,70702,20,15000,13.48,0.21,15,660,0
39,152400,13,14000,9.99,0.09,14,635,0
38,152284,15,2400,11.01,0.02,14,638,0
39,29475,18,3000,7.74,0.1,11,659,0
40,139172,15,10000,11.11,0.07,11,688,1
37,73246,14,15000,12.42,0.2,15,687,0
43,119538,20,7750,15.31,0.06,14,615,1
42,119453,20,24250,14.22,0.2,14,639,1
46,73266,22,15000,13.49,0.2,17,609,0
38,156881,15,30000,9.91,0.19,14,702,0
46,73002,24,15000,16.32,0.21,13,627,0
36,72999,13,15000,11.01,0.21,16,658,0
36,73169,14,15000,13.57,0.21,12,744,0
45,142320,22,9600,13.99,0.07,12,745,1
38,157075,15,11000,10.74,0.07,11,654,0
36,157281,12,12000,11.01,0.08,14,621,0
40,120916,15,25000,14.83,0.21,16,514,1
40,156752,18,24250,6.17,0.15,16,668,0
39,157007,15,25000,16.07,0.16,14,695,0
37,28124,11,7000,6.03,0.25,15,729,0
36,79174,13,15000,10.59,0.19,17,565,0
41,159406,19,8000,13.49,0.05,17,714,0
40,159398,18,7500,7.29,0.05,15,687,0
36,78848,13,15000,13.72,0.19,11,638,0
39,161945,16,25000,10.25,0.15,17,609,0
42,72876,19,15000,11.01,0.21,15,704,1
36,148581,14,2500,14.91,0.02,14,581,1
41,162862,20,20000,9.25,0.12,13,591,0
41,82826,19,15000,13.47,0.18,12,715,0
36,76406,12,15000,11.71,0.2,13,677,1
40,164525,18,21000,9.99,0.13,16,612,0
36,164394,17,4800,14.72,0.03,15,670,0
42,164134,19,8000,6.62,0.05,15,728,0
50,165457,25,23000,7.9,0.14,13,605,0
37,166358,13,4000,15.62,0.02,12,614,0
43,166768,23,9900,6.99,0.06,14,604,0
36,166799,12,10000,13.98,0.06,12,687,0
38,86230,15,15000,8.88,0.17,15,689,0
45,168573,25,9000,7.51,0.05,12,631,0
45,169115,20,7500,6.62,0.04,15,635,0
38,169240,14,10000,15.62,0.06,11,672,0
48,169175,26,18000,9.99,0.11,11,672,0
36,168939,15,8000,6.99,0.05,11,692,0
38,88370,20,15000,12.68,0.17,12,555,0
45,168861,25,7000,7.29,0.04,17,732,0
41,131359,19,15000,17.88,0.11,16,577,1
41,169150,18,25000,13.8,0.15,12,530,0
37,89454,19,15000,11.71,0.17,11,674,0
38,168999,15,25000,9.99,0.15,12,699,0
38,168903,16,10000,14.09,0.06,16,620,0
37,168825,15,14000,7.51,0.08,12,692,0
37,90914,14,15000,14.5,0.16,15,627,0
50,83774,28,15000,11.01,0.18,17,693,1
40,91035,20,15000,7.29,0.16,11,633,0
39,154624,18,20000,13.11,0.13,15,610,1
36,168857,12,20800,11.48,0.12,11,680,0
44,169197,19,21500,11.83,0.13,14,645,0
38,168901,14,24000,12.18,0.14,15,682,0
38,169150,16,8000,10.95,0.05,14,721,0
36,169234,14,10000,6.92,0.06,11,660,0
38,25270,11,6250,11.01,0.25,12,624,0
42,169370,18,14000,10.99,0.08,14,644,0
43,169844,18,6000,10.99,0.04,14,664,0
43,170084,21,15000,12.53,0.09,16,688,0
36,170898,16,6000,11.49,0.04,16,665,0
40,171400,15,15000,10.99,0.09,14,633,0
47,91062,23,15000,13.48,0.16,17,575,0
40,171573,21,25000,15.31,0.15,14,686,0
43,171866,20,20000,11.49,0.12,15,670,0
39,83959,21,15000,14.42,0.18,12,694,1
36,173735,11,21000,7.9,0.12,16,657,0
36,173345,13,7600,15.23,0.04,16,652,0
37,173663,14,10000,14.17,0.06,14,624,0
41,173710,18,25000,10.08,0.14,11,656,0
37,175181,13,21000,11.99,0.12,15,600,0
36,174705,13,5000,9.62,0.03,16,711,0
43,175010,18,20000,6.91,0.11,17,689,0
40,175180,15,15000,7.88,0.09,15,636,0
37,176388,13,10000,13.99,0.06,16,698,0
36,24069,12,4500,13.49,0.19,14,583,1
40,179081,20,5000,6.03,0.03,16,520,0
36,99583,17,15000,14.09,0.15,16,673,0
39,180673,19,30000,8.9,0.17,15,703,0
40,180802,17,24000,6.62,0.13,14,724,0
42,181197,23,16000,8.49,0.09,12,559,0
40,180910,17,20000,12.99,0.11,14,635,0
36,180854,12,7200,6.92,0.04,13,702,0
36,181034,15,7000,7.29,0.04,15,578,0
40,180970,17,12000,10.37,0.07,12,662,0
44,181130,24,25000,13.43,0.14,17,614,0
38,180794,15,7500,10,0.04,13,680,0
36,181229,17,3000,7.29,0.02,17,706,0
45,107204,22,15000,14.83,0.14,12,658,0
38,23867,14,2500,11.86,0.1,15,626,0
36,180772,14,10000,11.01,0.06,16,679,0
37,181113,16,10000,13.48,0.06,12,626,0
38,181142,16,12000,11.14,0.07,17,669,0
41,181465,20,24500,11.83,0.14,17,679,0
37,141714,15,10000,11.01,0.07,11,527,1
38,180767,17,24000,11.83,0.13,13,620,0
39,166743,19,20000,11.14,0.12,12,571,1
49,180926,23,20000,16.95,0.11,16,643,0
37,112327,15,15000,7.49,0.13,14,584,0
40,180967,18,7500,8.07,0.04,15,626,0
39,181597,15,21000,11.01,0.12,12,619,0
42,181718,21,8150,6.99,0.04,17,628,0
38,182476,15,35000,8.9,0.19,12,700,0
41,170147,17,25000,14.96,0.15,13,641,1
39,59991,18,15175,19.13,0.25,11,676,1
42,185816,21,20000,11.01,0.11,15,683,0
36,186879,13,30000,7.9,0.16,17,658,0
36,187069,12,25000,10.74,0.13,11,646,0
37,186823,14,20000,6.54,0.11,15,623,0
42,45049,23,15200,14.26,0.34,16,686,1
40,44701,18,15250,12.53,0.34,16,654,1
47,187927,23,18000,11.99,0.1,17,677,0
37,188225,17,4000,8.49,0.02,15,656,0
39,187774,18,15000,11.89,0.08,11,625,0
37,174963,16,11375,10.99,0.07,14,700,1
40,192484,19,12000,14.27,0.06,17,679,0
40,80132,18,15575,14.27,0.19,13,681,0
38,193295,14,14000,6.62,0.07,13,648,0
42,192642,21,22000,6.99,0.11,16,691,0
36,51342,11,15600,11.01,0.3,14,568,1
37,64883,14,15600,11.01,0.24,15,677,0
36,83810,15,15600,10.99,0.19,16,620,0
37,192911,14,10000,7.51,0.05,13,598,0
36,192800,11,10000,12.73,0.05,15,673,0
36,192937,14,24000,14.96,0.12,14,665,0
44,54837,22,15775,10.99,0.29,12,602,1
40,68822,18,15775,10.59,0.23,14,685,0
